,rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
2902,136521020,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,5.0,,1.1717381,,,,,,,Not very worried,Fairly worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
2903,147542160,D (Online Security),Female,20 years or longer,,No,Rent it,Divorced,45-54,White,O level/GCSE,Urban,5.0,,0.5916667,E. Drugs,A bit unsafe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
2904,137147310,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Cohabiting,25-34,White,Apprenticeship or A/AS level,Rural,3.0,,0.96934754,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.24614827,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2905,136270090,A (Experiences of the police),Female,10 years but less than 20 years,,No,Rent it,Cohabiting,45-54,White,None,Urban,,1.0,0.4774445,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,1.653059
2906,147454040,D (Online Security),Female,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Urban,5.0,,1.1570039,H. Breakdown of family,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2907,136209070,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Other,Rural,2.0,,0.5515142,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not very common,Not very common,Not very common,
2908,136581100,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,1.0,,1.5884967,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
2909,137103080,D (Online Security),Male,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,2.0,,1.3574135,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
2910,136472350,C (Crime prevention and security),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Degree or diploma,Rural,3.0,,1.6168057,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2911,136483160,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,3.0,,1.639468,J. The economy in general,Very unsafe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2912,147375280,D (Online Security),Male,3 years but less than 5 years,No,Yes,Rent it,Not classified,35-44,Black or Black British,Degree or diploma,Urban,3.0,,0.6610178,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
2913,136767310,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,5.0,,1.3106376,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.8234244,Not a victim of crime,Not very common,Not very common,Not very common,
2914,136469020,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Rent it,Divorced,65-74,White,Apprenticeship or A/AS level,Rural,3.0,,0.48232067,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2915,136190080,D (Online Security),Female,5 years but less than 10 years,,No,Rent it,Single,25-34,White,Degree or diploma,Urban,3.0,,0.40412515,A. Too lenient sentencing,Fairly safe,Very safe,Fairly safe,,,,,,,,,Victim of crime,Fairly common,Not at all common,Not very common,
2916,147268210,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,1.0,,1.2123637,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,-0.2984721
2917,136587150,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Widowed,65-74,White,None,Rural,5.0,,0.52414185,,,,,Fairly worried,Fairly worried,,,Not very worried,Fairly worried,Fairly worried,1.2039934,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2918,136008070,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Own it outright,Separate,65-74,Asian or Asian British,Degree or diploma,Urban,1.0,,1.2664323,,,,,Not very worried,Not at all worried,,,Not at all worried,Not very worried,Not at all worried,-0.8226912,Not a victim of crime,Not very common,Not very common,Not very common,
2919,147407170,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Divorced,45-54,White,Degree or diploma,Urban,3.0,,0.5813991,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
2920,137019040,D (Online Security),Female,20 years or longer,Yes,No,Rent it,Single,25-34,White,O level/GCSE,Urban,1.0,,0.28427503,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
2921,136100280,D (Online Security),Female,5 years but less than 10 years,,No,Rent it,Single,35-44,White,O level/GCSE,Urban,2.0,,0.45158577,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Fairly common,Not at all common,Not at all common,
2922,137010100,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,1.0,,0.97598237,,,,,,,Fairly worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not very common,Not at all common,
2923,147604130,A (Experiences of the police),Male,10 years but less than 20 years,,No,Own it outright,Widowed,55-64,White,O level/GCSE,Urban,4.0,,0.8503339,,,,,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,-0.2837833
2924,136785190,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Own it outright,Single,16-24,White,O level/GCSE,Urban,4.0,,0.9622639,,,,,Not very worried,Fairly worried,,,Not at all worried,Fairly worried,Not at all worried,0.10347453,Victim of crime,Not at all common,Not at all common,Not at all common,
2925,137015010,A (Experiences of the police),Male,20 years or longer,,Yes,Rent it,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,3.0,,2.4631417,,,,,,,,,,,,,Victim of crime,Not very common,Not at all common,Not very common,-0.2949681
2926,136233140,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,45-54,Asian or Asian British,Other,Urban,1.0,,1.2693989,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
2927,136603230,C (Crime prevention and security),Male,20 years or longer,,Yes,Rent it,Single,25-34,White,Apprenticeship or A/AS level,Urban,2.0,,1.0378934,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.5142137,Victim of crime,Fairly common,Not very common,Not very common,
2928,136331270,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Apprenticeship or A/AS level,Urban,3.0,,1.3894889,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2929,136331260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,O level/GCSE,Urban,3.0,,0.52202845,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2930,136885260,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,45-54,White,O level/GCSE,Urban,5.0,,1.7791435,,,,,,,Not at all worried,Not at all worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
2931,136555040,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Married/Civil Partnered,35-44,Asian or Asian British,Degree or diploma,Urban,4.0,,1.3578963,H. Breakdown of family,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
2932,147273150,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Own it outright,Single,35-44,White,O level/GCSE,Urban,3.0,,0.7152795,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04175851,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2933,147417240,D (Online Security),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Rural,4.0,,1.8595315,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2934,136907160,D (Online Security),Female,10 years but less than 20 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,O level/GCSE,Urban,4.0,,3.042811,B. Poverty,Very unsafe,Fairly safe,A bit unsafe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
2935,136760120,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5.0,,1.3076732,D. Lack of discipline from parents,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2936,136081360,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,3.0,,0.50430954,Spontaneous: None of these,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2937,147288100,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,O level/GCSE,Urban,1.0,,0.3417642,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2938,136274180,B (Attitudes to the CJS),Male,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Degree or diploma,Urban,3.0,,1.2153325,,,,,,,Not at all worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
2939,147428040,D (Online Security),Male,Less than 12 months,No,Yes,Rent it,Cohabiting,45-54,White,Degree or diploma,Urban,4.0,,1.3515044,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2940,136016100,B (Attitudes to the CJS),Male,Less than 12 months,No,No,Rent it,Single,16-24,Chinese or Other,Apprenticeship or A/AS level,Urban,2.0,,1.971492,,,,,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
2941,137012310,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,Mixed,Other,Urban,5.0,,0.9692381,,,,,Not very worried,Fairly worried,,,Not very worried,Not very worried,Not at all worried,0.062329225,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2942,136128180,B (Attitudes to the CJS),Female,Less than 12 months,No,Yes,Rent it,Cohabiting,25-34,White,Degree or diploma,Rural,,4.0,0.7433596,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Fairly common,
2943,136303110,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Rent it,Divorced,55-64,White,Degree or diploma,Urban,1.0,,0.5512963,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not at all common,Not at all common,Not very common,
2944,135507110,C (Crime prevention and security),Male,5 years but less than 10 years,Yes,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,2.0,,1.48399,,,,,Not very worried,Not at all worried,,,Not applicable,Not at all worried,Not at all worried,,Not a victim of crime,Not very common,Not very common,Not very common,
2945,136253090,A (Experiences of the police),Male,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,Mixed,None,Urban,4.0,,1.3907149,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,1.0897285
2946,147433080,D (Online Security),Male,20 years or longer,,No,Rent it,Divorced,75+,White,None,Urban,3.0,,0.46747273,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2947,136871270,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Rural,4.0,,0.9377388,,,,,Not at all worried,Not very worried,,,Not very worried,Not very worried,Not applicable,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
2948,147265260,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Rent it,Married/Civil Partnered,35-44,White,None,Urban,1.0,,1.8671722,,,,,,,Not very worried,Don't know,,,,,Victim of crime,Fairly common,Not at all common,Not at all common,
2949,136014170,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,Rent it,Single,25-34,Chinese or Other,Degree or diploma,Urban,2.0,,2.192401,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.49454054
2950,136580270,C (Crime prevention and security),Female,5 years but less than 10 years,No,No,Rent it,Single,25-34,White,O level/GCSE,Urban,2.0,,0.5553477,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.2983984,Victim of crime,Not very common,Not very common,Not very common,
